user_id,week_start,active_days_week,total_minutes_week,sessions_week,feature_usage_count_week,payment_attempts_week,payment_failures_week,renewal_due_flag
U000010,2025-11-10,2.0,43.209999999999994,2.0,3.0,0.0,0.0,0.0
U000010,2025-11-17,3.0,71.78,7.0,11.0,0.0,0.0,0.0
U000010,2025-11-24,4.0,55.16,5.0,7.0,1.0,1.0,0.0
U000010,2025-12-01,3.0,44.1,7.0,7.0,0.0,0.0,0.0
U000010,2025-12-08,2.0,66.00999999999999,3.0,5.0,0.0,0.0,0.0
U000010,2025-12-15,3.0,119.30000000000001,9.0,8.0,0.0,0.0,0.0
U000010,2025-12-22,1.0,7.85,1.0,2.0,1.0,0.0,0.0
U000010,2025-12-29,3.0,57.25,4.0,6.0,0.0,0.0,0.0
U000010,2026-01-05,3.0,88.88,4.0,6.0,0.0,0.0,0.0
U000010,2026-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000010,2026-01-19,4.0,53.269999999999996,7.0,7.0,0.0,0.0,0.0
U000010,2026-01-26,1.0,15.75,1.0,1.0,0.0,0.0,1.0
U000011,2025-09-08,1.0,65.25,2.0,6.0,0.0,0.0,0.0
U000011,2025-09-15,5.0,187.45,13.0,15.0,0.0,0.0,0.0
U000011,2025-09-22,4.0,117.63,9.0,8.0,1.0,0.0,0.0
U000011,2025-09-29,6.0,233.20999999999998,14.0,23.0,0.0,0.0,0.0
U000011,2025-10-06,2.0,125.66999999999999,6.0,12.0,0.0,0.0,0.0
U000011,2025-10-13,6.0,269.25,16.0,38.0,0.0,0.0,0.0
U000011,2025-10-20,6.0,212.42000000000002,13.0,19.0,1.0,0.0,0.0
U000011,2025-10-27,4.0,248.84,19.0,27.0,0.0,0.0,0.0
U000011,2025-11-03,5.0,368.45,21.0,34.0,0.0,0.0,0.0
U000011,2025-11-10,2.0,131.76999999999998,7.0,11.0,0.0,0.0,0.0
U000011,2025-11-17,4.0,238.6,16.0,14.0,2.0,1.0,0.0
U000011,2025-11-24,1.0,60.46,3.0,5.0,0.0,0.0,0.0
U000011,2025-12-01,3.0,120.88,6.0,13.0,0.0,0.0,0.0
U000011,2025-12-08,6.0,341.75,25.0,45.0,0.0,0.0,0.0
U000011,2025-12-15,5.0,150.10999999999999,7.0,13.0,1.0,0.0,0.0
U000011,2025-12-22,4.0,181.14000000000001,10.0,17.0,0.0,0.0,0.0
U000011,2025-12-29,5.0,195.5,15.0,11.0,0.0,0.0,0.0
U000011,2026-01-05,5.0,298.38,14.0,24.0,0.0,0.0,0.0
U000011,2026-01-12,4.0,143.88,10.0,16.0,0.0,0.0,0.0
U000011,2026-01-19,5.0,287.88,7.0,31.0,0.0,0.0,0.0
U000011,2026-01-26,3.0,117.63,5.0,10.0,0.0,0.0,1.0
U000012,2025-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000012,2026-01-05,4.0,60.230000000000004,6.0,7.0,1.0,0.0,0.0
U000012,2026-01-12,1.0,17.89,1.0,1.0,0.0,0.0,0.0
U000012,2026-01-19,3.0,91.31,5.0,8.0,0.0,0.0,0.0
U000012,2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
U000013,2025-11-03,1.0,9.19,1.0,2.0,1.0,0.0,0.0
U000013,2025-11-10,5.0,70.32,8.0,9.0,0.0,0.0,0.0
U000013,2025-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000013,2025-11-24,2.0,39.41,5.0,6.0,0.0,0.0,0.0
U000013,2025-12-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0
U000013,2025-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000013,2025-12-15,1.0,17.28,1.0,2.0,0.0,0.0,0.0
U000013,2025-12-22,3.0,66.07,6.0,7.0,0.0,0.0,0.0
U000013,2025-12-29,1.0,21.35,1.0,3.0,0.0,0.0,0.0
U000013,2026-01-05,4.0,68.18,4.0,11.0,0.0,0.0,0.0
U000013,2026-01-12,4.0,53.57,7.0,6.0,0.0,0.0,0.0
U000013,2026-01-19,4.0,86.97,4.0,12.0,0.0,0.0,0.0
U000013,2026-01-26,1.0,64.25,2.0,7.0,0.0,0.0,1.0
U000014,2025-11-10,1.0,32.97,1.0,4.0,0.0,0.0,0.0
U000014,2025-11-17,2.0,41.97,4.0,3.0,1.0,0.0,0.0
U000014,2025-11-24,4.0,85.17,4.0,11.0,0.0,0.0,0.0
U000014,2025-12-01,2.0,35.83,3.0,2.0,0.0,0.0,0.0
U000014,2025-12-08,2.0,28.51,2.0,10.0,0.0,0.0,0.0
U000014,2025-12-15,2.0,84.41,6.0,12.0,1.0,0.0,0.0
U000014,2025-12-22,3.0,101.03999999999999,6.0,11.0,0.0,0.0,0.0
U000014,2025-12-29,3.0,40.66,3.0,4.0,0.0,0.0,0.0
U000014,2026-01-05,2.0,55.69,5.0,5.0,0.0,0.0,0.0
U000014,2026-01-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
U000014,2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000014,2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000015,2025-10-27,2.0,41.79,4.0,6.0,1.0,0.0,0.0
U000015,2025-11-03,2.0,39.67,2.0,7.0,0.0,0.0,0.0
U000015,2025-11-10,1.0,20.3,1.0,3.0,0.0,0.0,0.0
U000015,2025-11-17,2.0,86.55999999999999,4.0,8.0,0.0,0.0,0.0
U000015,2025-11-24,3.0,53.48,4.0,7.0,0.0,0.0,0.0
U000015,2025-12-01,1.0,14.22,1.0,1.0,1.0,0.0,0.0
U000015,2025-12-08,6.0,152.71,8.0,20.0,0.0,0.0,0.0
U000015,2025-12-15,2.0,57.72,3.0,3.0,0.0,0.0,0.0
U000015,2025-12-22,1.0,13.54,1.0,1.0,0.0,0.0,0.0
U000015,2025-12-29,1.0,24.88,1.0,1.0,0.0,0.0,1.0
U000015,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000015,2026-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000015,2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000015,2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000016,2025-11-17,3.0,82.23,7.0,4.0,1.0,0.0,0.0
U000016,2025-11-24,5.0,183.85,13.0,26.0,0.0,0.0,0.0
U000016,2025-12-01,3.0,79.64,8.0,7.0,0.0,0.0,0.0
U000016,2025-12-08,2.0,33.37,2.0,3.0,0.0,0.0,0.0
U000016,2025-12-15,4.0,93.27,4.0,13.0,1.0,0.0,0.0
U000016,2025-12-22,5.0,150.69,9.0,13.0,0.0,0.0,0.0
U000016,2025-12-29,1.0,22.42,1.0,1.0,0.0,0.0,0.0
U000016,2026-01-05,3.0,70.22999999999999,5.0,7.0,0.0,0.0,0.0
U000016,2026-01-12,4.0,151.22,11.0,12.0,0.0,0.0,0.0
U000016,2026-01-19,6.0,188.99,9.0,17.0,0.0,0.0,0.0
U000016,2026-01-26,2.0,140.71,13.0,7.0,0.0,0.0,1.0
U000017,2025-09-08,2.0,48.34,2.0,6.0,1.0,0.0,0.0
U000017,2025-09-15,6.0,214.72,13.0,21.0,0.0,0.0,0.0
U000017,2025-09-22,3.0,70.03,3.0,9.0,0.0,0.0,0.0
U000017,2025-09-29,5.0,189.9,15.0,21.0,0.0,0.0,0.0
U000017,2025-10-06,5.0,189.24,8.0,19.0,0.0,0.0,0.0
U000017,2025-10-13,5.0,173.5,14.0,22.0,1.0,0.0,0.0
U000017,2025-10-20,5.0,213.82999999999998,7.0,20.0,0.0,0.0,0.0
U000017,2025-10-27,5.0,226.35999999999999,10.0,19.0,0.0,0.0,0.0
U000017,2025-11-03,2.0,72.5,3.0,11.0,0.0,0.0,0.0
U000017,2025-11-10,1.0,23.95,1.0,2.0,1.0,0.0,0.0
U000017,2025-11-17,6.0,177.76,16.0,27.0,0.0,0.0,0.0
U000017,2025-11-24,3.0,78.44,8.0,6.0,0.0,0.0,0.0
U000017,2025-12-01,5.0,183.16,12.0,14.0,0.0,0.0,0.0
U000017,2025-12-08,5.0,246.73,12.0,25.0,1.0,1.0,0.0
U000017,2025-12-15,3.0,106.76,9.0,11.0,0.0,0.0,0.0
U000017,2025-12-22,5.0,111.13,9.0,13.0,0.0,0.0,0.0
U000017,2025-12-29,3.0,53.47,4.0,3.0,0.0,0.0,0.0
U000017,2026-01-05,3.0,98.96,3.0,10.0,0.0,0.0,0.0
U000017,2026-01-12,3.0,186.27,8.0,14.0,0.0,0.0,0.0
U000017,2026-01-19,3.0,97.66,10.0,9.0,0.0,0.0,0.0
U000017,2026-01-26,1.0,16.71,1.0,1.0,0.0,0.0,1.0
U000018,2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000018,2025-07-07,2.0,46.95,3.0,5.0,1.0,0.0,0.0
U000018,2025-07-14,3.0,102.22,12.0,11.0,0.0,0.0,0.0
U000018,2025-07-21,3.0,54.519999999999996,4.0,4.0,0.0,0.0,0.0
U000018,2025-07-28,4.0,64.69,12.0,8.0,0.0,0.0,0.0
U000018,2025-08-04,3.0,53.269999999999996,5.0,3.0,1.0,0.0,0.0
U000018,2025-08-11,3.0,80.45,7.0,7.0,0.0,0.0,0.0
U000018,2025-08-18,3.0,38.19,3.0,5.0,0.0,0.0,0.0
U000018,2025-08-25,4.0,73.64,6.0,6.0,0.0,0.0,0.0
U000018,2025-09-01,4.0,147.26999999999998,11.0,14.0,0.0,0.0,0.0
U000018,2025-09-08,2.0,37.480000000000004,5.0,3.0,1.0,1.0,0.0
U000018,2025-09-15,2.0,75.24000000000001,5.0,8.0,0.0,0.0,0.0
U000018,2025-09-22,2.0,63.43,5.0,10.0,0.0,0.0,0.0
U000018,2025-09-29,4.0,64.07,5.0,9.0,0.0,0.0,0.0
U000018,2025-10-06,4.0,77.1,6.0,10.0,1.0,0.0,0.0
U000018,2025-10-13,1.0,23.95,2.0,5.0,0.0,0.0,0.0
U000018,2025-10-20,3.0,82.17999999999999,5.0,5.0,0.0,0.0,0.0
U000018,2025-10-27,3.0,46.099999999999994,5.0,4.0,0.0,0.0,0.0
U000018,2025-11-03,3.0,111.1,9.0,11.0,1.0,0.0,0.0
U000018,2025-11-10,3.0,86.53,6.0,7.0,0.0,0.0,0.0
U000018,2025-11-17,2.0,44.25,3.0,6.0,0.0,0.0,0.0
U000018,2025-11-24,4.0,67.83,6.0,7.0,0.0,0.0,0.0
U000018,2025-12-01,2.0,43.43,5.0,5.0,1.0,0.0,0.0
U000018,2025-12-08,1.0,23.03,1.0,1.0,0.0,0.0,0.0
U000018,2025-12-15,1.0,19.75,1.0,5.0,0.0,0.0,0.0
U000018,2025-12-22,5.0,120.97,7.0,14.0,0.0,0.0,0.0
U000018,2025-12-29,2.0,67.66,3.0,8.0,0.0,0.0,0.0
U000018,2026-01-05,2.0,48.31,2.0,10.0,0.0,0.0,0.0
U000018,2026-01-12,4.0,47.72,7.0,7.0,0.0,0.0,0.0
U000018,2026-01-19,4.0,67.5,8.0,9.0,0.0,0.0,0.0
